"Numéro FINESS","SIREN","Raison sociale","Complément distribution","Adresse","Lieudit/BP","Code postal","Libelle routage","Tel","Fax","Compl distr public","Adresse public","Lieudit/BP public","Code postal public","Routage public","Tel public","Fax public","Date ouvert","Code categorie","Lib categorie","Code statut","Lib statut","Code tarif","Lib tarif","Code PSPH","Lib PSPH","FINESS juridique","SAN:","Activite1","Modalité1","Forme1","Activite2","Modalité2","Forme2","Activite3","Modalité3","Forme3","Activite4","Modalité4","Forme4","Activite5","Modalité5","Forme5","Activite6","Modalité6","Forme6","Activite7","Modalité7","Forme7","Activite8","Modalité8","Forme8","Activite9","Modalité9","Forme9","Activite10","Modalité10","Forme10","Activite11","Modalité11","Forme11","Activite12","Modalité12","Forme12","Activite13","Modalité13","Forme13","Activite14","Modalité14","Forme14","Activite15","Modalité15","Forme15","Activite16","Modalité16","Forme16","Activite17","Modalité17","Forme17","Activite18","Modalité18","Forme18","Activite19","Modalité19","Forme19","Activite20","Modalité20","Forme20","Activite21","Modalité21","Forme21","Activite22","Modalité22","Forme22","Activite23","Modalité23","Forme23","Activite24","Modalité24","Forme24","Activite25","Modalité25","Forme25","EML:","Code1","Equipement1","Code2","Equipement2","Code3","Equipement3","Code4","Equipement4","Code5","Equipement5","Code6","Equipement6",,,,,,,,,,,,,,,,,
670012673,,"PHARMACIE ROGGY WOERTHER SCHORP",,"89 RUE DE LA REPUBLIQUE",,67720,"WEYERSHEIM","03 88 51 79 71 ","03 88 51 39 16",,,,,,,,,620,"Pharmacie d'Officine",75,"Autre Société",1,"Etablissement Tarif Libre",,,670012665,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670012707,"333 779 213 00011","PHARMACIE DU KOCHERSBERG",,"29 RUE PRINCIPALE",,67370,"WILLGOTTHEIM","03 88 04 02 52 ","03 88 69 96 97",,,,,,,,,620,"Pharmacie d'Officine",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670012681,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670012723,,"PHARMACIE DU CRISTAL",,"13 RUE DE LA GARE",,67290,"WINGEN SUR MODER","03 88 89 71 65 ","03 88 89 82 60",,,,,,,,,620,"Pharmacie d'Officine",72,"S.A.R.L.",1,"Etablissement Tarif Libre",,,670012715,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670012756,,"PHARMACIE LEYENDECKER",,"92 GRAND'RUE",,67130,"WISCHES","03 88 97 51 77 ","03 88 47 36 91",,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670012731,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670012772,"353 015 498 00010","PHARMACIE EUROPE",,"21 ALLEE DES PEUPLIERS",,67160,"WISSEMBOURG","03 88 54 36 27 ","03 88 54 32 03",,,,,,,,,620,"Pharmacie d'Officine",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670012764,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670012806,"328 913 884 00016","PHARMACIE DE LA PAIX",,"12 RUE NATIONALE",,67160,"WISSEMBOURG","03 88 94 00 87 ","03 88 54 28 06",,,,,,,,,620,"Pharmacie d'Officine",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670012780,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670012822,"314 848 144 00023","PHARMACIE CENTRALE",,"5 PLACE DE LA REPUBLIQUE",,67160,"WISSEMBOURG","03 88 94 00 10 ","03 88 54 38 11",,,,,,,,,620,"Pharmacie d'Officine",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670012814,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670012855,,"PHARMACIE CANTONALE",,"11 RUE DE LA SAUER",,67360,"WOERTH","03 88 54 02 08 ","03 88 54 09 54",,,,,,,,,620,"Pharmacie d'Officine",71,"Société en Nom Collectif",1,"Etablissement Tarif Libre",,,670012830,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670012871,"306 788 944 00032","PHARMACIE ERNEWEIN DENNER",,"54 RUE DU GENERAL LECLERC",,67202,"WOLFISHEIM","03 88 78 01 04 ",,,,,,,,,,620,"Pharmacie d'Officine",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670012863,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670012905,"331 374 678 00018","PHARMACIE DU HOHBERG",,"39 RUE DE L'ENGELBREIT",,67200,"STRASBOURG","03 88 30 42 59 ","03 88 30 50 59",,,,,,,,,620,"Pharmacie d'Officine",71,"Société en Nom Collectif",1,"Etablissement Tarif Libre",,,670012897,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670012913,"411 046 907 00027","LABM EBERLE",,"154 ROUTE DE MITTELHAUSBERGEN",,67200,"STRASBOURG",,,,,,,,,,,610,"Laboratoire d'Analyses",85,"Soc. Exer. Lib. Resp. Limitée",99,"indéterminé",,,670011238,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670012970,"176 701 209 00262","MAISON D'ARRET DE STRASBOURG",,"6 RUE ENGELMANN","BP 25",67035,"STRASBOURG CEDEX 2","03 88 30 05 55 ","03 88 30 30 15",,,,,,,,,433,"Etablissement Sanitaire des Prisons",1,"Etat",99,"indéterminé",1,"Etablissement public de santé",670012962,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670013010,,"CTRE SANTE DENTAIRE SONNENHOF",,"22 RUE D'OBERHOFFEN",,67240,"BISCHWILLER",,,,,,,,,,,125,"Centre de Santé Dentaire",63,"Fondation",5,"Préfet de Département établissements médico-sociaux",,,670000223,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670013077,,"ETABLISSEMENT DU CURE THERMALE",,"12 ROUTE DE HAGUENAU",,67360,"MORSBRONN LES BAINS","03 88 09 83 00 ","03 88 54 04 36",,,,,,,,,126,"Etablissement Thermal",40,"Rég.Gén.Sécurité Sociale",1,"Etablissement Tarif Libre",2,"PSPH par intégration         ",670013754,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670013085,,"ETS DE CURE THERMALE NIEDERBRONN",,"16 RUE DU MARECHAL LECLERC",,67110,"NIEDERBRONN LES BAINS","03 88 80 88 80 ",,,,,,,,,,126,"Etablissement Thermal",40,"Rég.Gén.Sécurité Sociale",4,"ARH établissements PSPH Dotation globale",2,"PSPH par intégration         ",670013754,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670013150,,"SYND INTERH COM URBAI STRASBOURG","CTRE MEDICO-CHIRURG OBSTETRICAL","19 RUE LOUIS PASTEUR","BP 120",67303,"SCHILTIGHEIM CEDEX","03 88 62 83 00 ","03 88 62 83 70",,,,,,,,,426,"Syndicat Inter Hospitalier (S.I.H.)",16,"Syndicat Interhospitalier",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670013143,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670013325,"431 711 951 00019","CTRE AUTONOME D'END. DIG. AMBUL",,"6 RUE DES CIGOGNES",,67000,"STRASBOURG","03 88 75 53 54 ","03 88 75 15 21",,,,,,,,,128,"Etablissement de Soins Chirurgicaux",72,"S.A.R.L.",7,"ARH établissements de santé non financés dotation globale",0,"non PSPH                     ",670013317,,"Chirurgie","Pas de modalité","Chirurgie ambulatoire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670013341,"430 129 239 00017","ENDOSAV",,"4 QUAI DU CANAL",,67700,"SAVERNE","03 88 91 09 59 ","03 88 71 17 57",,,,,,,,,128,"Etablissement de Soins Chirurgicaux",72,"S.A.R.L.",7,"ARH établissements de santé non financés dotation globale",0,"non PSPH                     ",670013333,,"Chirurgie","Pas de modalité","Chirurgie ambulatoire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670013416,,"PHARMACIE ROSSIGNOL",,"41 RUE DE L'ORME",,67400,"ILLKIRCH GRAFFENSTADEN","03 88 65 06 50 ",,,,,,,,,,620,"Pharmacie d'Officine",78,"E.U.R.L.",99,"indéterminé",,,670013390,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670013895,"788 039 725 00130","CENTRE D'AUTODIALYSE AURAL SAVERNE",,"1 COTE DE SAVERNE",,67700,"SAVERNE",,,,,,,,,,,146,"Structure d'Alternative à la dialyse en centre",62,"Ass. de Droit Local",7,"ARH établissements de santé non financés dotation globale",0,"non PSPH                     ",670000652,,"Traitement de l'insuffisance rénale chronique par épuration extrarénale","Dialyse péritonéale à domicile","Pas de forme","Traitement de l'insuffisance rénale chronique par épuration extrarénale","Hémodialyse en unité d'auto dialyse assistée","Saisonnier","Traitement de l'insuffisance rénale chronique par épuration extrarénale","Hémodialyse à domicile","Pas de forme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670013960,,"LABM DES ROHAN",,"14 RUE DAGOBERT FISCHER",,67700,"SAVERNE",,,,,,,,,,,610,"Laboratoire d'Analyses",70,"Personne Physique",99,"indéterminé",,,670013952,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670014000,"266 700 319 00145","HOP JOUR MOLSHEIM 67I04ERSTEIN",,"11 RUE DE DACHSTEIN",,67120,"MOLSHEIM",,,,,,,,,,,292,"Centre Hospitalier Spécialisé lutte Maladies Mentales",11,"Etb.Pub.Départ.d'Hospit.",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670781152,,"Psychiatrie","Infanto-juvénile","Hospitalisation à temps partiel de jour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670014042,"424 810 257 00131","HÔP. DE JOUR DU CTRE MÉDICAL DE SALEM",,"23 AVENUE PASTEUR",,67604,"SELESTAT CEDEX","03 88 57 56 00 ","03 88 57 55 56",,,,,,,,,129,"Etablissement de Soins Médicaux",40,"Rég.Gén.Sécurité Sociale",4,"ARH établissements PSPH Dotation globale",2,"PSPH par intégration         ",670013754,,"Soins de suite","Pas de modalité","Hospitalisation à temps partiel ou ambulatoire (moins de 24 heures consécutives de jour ou de nuit)","Médecine","Pas de modalité","Hospitalisation à temps partiel ou ambulatoire (moins de 24 heures consécutives de jour ou de nuit)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670014273,"266 700 319 00137","HOPITAL DE JOUR 67G11 CH ERSTEIN",,"161 RUE DU MAL FOCH",,67380,"LINGOLSHEIM",,,,,,,,,,,292,"Centre Hospitalier Spécialisé lutte Maladies Mentales",11,"Etb.Pub.Départ.d'Hospit.",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670781152,,"Psychiatrie","Générale","Hospitalisation à temps partiel de jour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670014281,"266 706 027 00015","HOPITAL DE JOUR PER AG 67G02 CH  EPSAN",,"19 RUE DE LA COTE DE SAVERNE",,67700,"SAVERNE",,,,,,,,,,,292,"Centre Hospitalier Spécialisé lutte Maladies Mentales",11,"Etb.Pub.Départ.d'Hospit.",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670013366,,"Psychiatrie","Générale","Hospitalisation à temps partiel de jour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670014307,"266 706 027 00015","HOPITAL DE JOUR 67G04 CH EPSAN",,"82 RUE BOECKLIN",,67000,"STRASBOURG",,,,,,,,,,,292,"Centre Hospitalier Spécialisé lutte Maladies Mentales",11,"Etb.Pub.Départ.d'Hospit.",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670013366,,"Psychiatrie","Générale","Hospitalisation à temps partiel de jour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670014331,"266 706 027 00015","HOPITAL DE JOUR 67G01 CH EPSAN",,"4 PLACE SCHUMAN",,67500,"HAGUENAU",,,,,,,,,,,292,"Centre Hospitalier Spécialisé lutte Maladies Mentales",11,"Etb.Pub.Départ.d'Hospit.",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670013366,,"Psychiatrie","Générale","Hospitalisation à temps partiel de jour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670014356,"266 706 027 00015","HOPITAL DE JOUR 67G01 CH EPSAN",,"24 RUE DE LA LAINE",,67160,"WISSEMBOURG",,,,,,,,,,,292,"Centre Hospitalier Spécialisé lutte Maladies Mentales",11,"Etb.Pub.Départ.d'Hospit.",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670013366,,"Psychiatrie","Générale","Hospitalisation à temps partiel de jour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670014364,"266 706 027 00015","HOPITAL DE JOUR 67G06 CH EPSAN",,"5 RUE DU DONON",,67130,"LA BROQUE",,,,,,,,,,,292,"Centre Hospitalier Spécialisé lutte Maladies Mentales",11,"Etb.Pub.Départ.d'Hospit.",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670013366,,"Psychiatrie","Générale","Hospitalisation à temps partiel de jour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670014372,"266 706 027 00015","APPART THERAPEUTIQUE CH EPSAN",,"14 RUE DE MARLENHEIM",,67300,"SCHILTIGHEIM",,,,,,,,,,,292,"Centre Hospitalier Spécialisé lutte Maladies Mentales",11,"Etb.Pub.Départ.d'Hospit.",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670013366,,"Psychiatrie","Générale","Hospitalisation complète (24 heures consécutives ou plus)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670014380,"266 706 027 00015","CTRE DE POST-CURE MAL MENTAUX CH EPSAN",,"44 RUE JACQUES KABLE",,67000,"STRASBOURG",,,,,,,,,,,292,"Centre Hospitalier Spécialisé lutte Maladies Mentales",11,"Etb.Pub.Départ.d'Hospit.",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670013366,,"Psychiatrie","Générale","Centre de postcure en psychiatrie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670014406,"266 706 027 00015","HOP DE JOUR 67 I01",,"2 RUE DU HOUBLON",,67240,"BISCHWILLER",,,,,,,,,,,292,"Centre Hospitalier Spécialisé lutte Maladies Mentales",11,"Etb.Pub.Départ.d'Hospit.",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670013366,,"Psychiatrie","Infanto-juvénile","Hospitalisation à temps partiel de jour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670014414,"266 706 027 00015","HOP DE JOUR 67I01 CH EPSAN",,"14 RUE DU BROCHET","HOPITAL DE JOUR 67I01 CH EPSAN",67300,"SCHILTIGHEIM",,,,,,,,,,,292,"Centre Hospitalier Spécialisé lutte Maladies Mentales",11,"Etb.Pub.Départ.d'Hospit.",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670013366,,"Psychiatrie","Infanto-juvénile","Hospitalisation à temps partiel de jour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670014422,"266 706 027 00346","HOP DE JOUR 67I01 CH EPSAN",,"12 RUE DE LA PAIX","HOPITAL DE JOUR 67I01 CH EPSAN",67160,"WISSEMBOURG",,,,,,,,,,,292,"Centre Hospitalier Spécialisé lutte Maladies Mentales",11,"Etb.Pub.Départ.d'Hospit.",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670013366,,"Psychiatrie","Infanto-juvénile","Hospitalisation à temps partiel de jour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670014430,,"SCM GPE EXPLOR RADIO CARDIO-VASCULAIRE",,"29 ALLEE DE LA ROBERTSAU",,67000,"STRASBOURG",,,,,,,,,,,698,"Autre Etablissement Loi Hospitalière",74,"Société Civile",99,"indéterminé",0,"non PSPH                     ",670001734,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670014455,"788 039 725 00023","CENTRE DE DIALYSE CHRONIQUE",,"20 AVENUE MOLIERE",,67000,"STRASBOURG","03 88 10 48 10 ",,,,,,,,,,141,"Centre de dialyse",62,"Ass. de Droit Local",7,"ARH établissements de santé non financés dotation globale",0,"non PSPH                     ",670000652,,"Traitement de l'insuffisance rénale chronique par épuration extrarénale","Hémodialyse en centre pour adultes","Pas de forme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670014612,"382 037 315 00027","SCP DES DRS WAGNER SCHAEFFER REIBEL",,"29 ALLEE DE LA ROBERTSAU",,67000,"STRASBOURG","03 88 14 18 20 ","03 88 14 18 21",,,,,,,,,698,"Autre Etablissement Loi Hospitalière",88,"Société Civile Professionnelle",2,"Autorité Ministérielle",9,"indéterminé",670013622,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670780113,"266 705 953 00013","SIHCUS/CMCO",,"19 RUE LOUIS PASTEUR","BP 120",67303,"SCHILTIGHEIM CEDEX","03 88 62 83 00 ","03 88 62 83 70",,,,,,,,,426,"Syndicat Inter Hospitalier (S.I.H.)",16,"Syndicat Interhospitalier",3,"ARH établissements Publics de santé dotation globale",1,"Etablissement public de santé",670013143,,"AMP DPN","AMP Conservation des embryons","Pas de forme","AMP DPN","AMP Conservation des gamètes en vue de dons","Pas de forme","AMP DPN","AMP Traitement des ovocytes en vue de dons","Pas de forme","AMP DPN","AMP Fécondation in vitro sans micromanipulation","Pas de forme","AMP DPN","AMP Fécondation in vitro par micromanipulation","Pas de forme","AMP DPN","AMP Conservation des gamètes intra-conjugal","Pas de forme","Chirurgie","Pas de modalité","Chirurgie ambulatoire","Médecine","Pas de modalité","Hospitalisation complète (24 heures consécutives ou plus)","Chirurgie","Pas de modalité","Hospitalisation complète (24 heures consécutives ou plus)","Médecine","Pas de modalité","Hospitalisation à temps partiel ou ambulatoire (moins de 24 heures consécutives de jour ou de nuit)","Médecine","Pas de modalité","Hospitalisation à domicile (au domicile du patient)","#NOM ?"," par voie endovasculaire"," en cardiologie""","Pas de modalité","Pas de forme","#NOM ?"," obstétrique"," néonatologie"," réanimation néonatale""","Gynécologie obstétrique","Hospitalisation complète (24 heures consécutives ou plus)","#NOM ?"," obstétrique"," néonatologie"," réanimation néonatale""","Gynécologie obstétrique","Hospitalisation à temps partiel ou ambulatoire (moins de 24 heures consécutives de jour ou de nuit)","#NOM ?"," obstétrique"," néonatologie"," réanimation néonatale""","Néonatologie sans soins intensifs","Hospitalisation complète (24 heures consécutives ou plus)","AMP DPN","AMP Ponctions d'ovocytes intra-conjugal","Pas de forme","AMP DPN","AMP Ponctions d'ovocytes en vue de dons","Pas de forme","AMP DPN","AMP Transfert d'embryons","Pas de forme","AMP DPN","AMP Recueil et traitement du spermeintra-conjugal","Pas de forme","AMP DPN","AMP Recueil et traitement du sperme en vue de dons","Pas de forme","AMP DPN","AMP Traitement des ovocytes intra-conjugal","Pas de forme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670780121,"424 810 257 00024","CTRE READAPT FONCT CLEMENCEAU",,"45 BOULEVARD CLEMENCEAU",,67082,"STRASBOURG CEDEX","03 88 21 15 00 ","03 88 37 92 96",,,,,,,,,135,"Etablissement Réadaptation Fonctionnelle",40,"Rég.Gén.Sécurité Sociale",4,"ARH établissements PSPH Dotation globale",2,"PSPH par intégration         ",670013754,,"Rééducation et réadaptation fonctionnelle","Pas de modalité","Hospitalisation à temps partiel ou ambulatoire (moins de 24 heures consécutives de jour ou de nuit)","Rééducation et réadaptation fonctionnelle","Pas de modalité","Hospitalisation complète (24 heures consécutives ou plus)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670780162,"775 641 731 00010","CLINIQUE DES DIACONESSES",,"2 RUE SAINTE-ELISABETH",,67085,"STRASBOURG CEDEX","03 88 14 42 42 ","03 88 14 42 50",,,,,,,,,365,"Etablissement de Soins Pluridisciplinaire",62,"Ass. de Droit Local",7,"ARH établissements de santé non financés dotation globale",0,"non PSPH                     ",670000108,,"Chirurgie","Pas de modalité","Hospitalisation complète (24 heures consécutives ou plus)","Médecine d'urgence","SMU générale","Pas de forme","Médecine","Pas de modalité","Hospitalisation complète (24 heures consécutives ou plus)","Chirurgie","Pas de modalité","Chirurgie ambulatoire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670780170,"578 500 449 00017","CLINIQUE DE L'ORANGERIE",,"29 ALLEE DE LA ROBERTSAU","BP 380 R/10",67010,"STRASBOURG CEDEX","03 88 56 73 00 ","03 88 25 12 49",,,,,,,,,365,"Etablissement de Soins Pluridisciplinaire",73,"Société Anonyme",7,"ARH établissements de santé non financés dotation globale",0,"non PSPH                     ",670000116,,"Chirurgie","Pas de modalité","Hospitalisation complète (24 heures consécutives ou plus)","Rééducation et réadaptation fonctionnelle","Pas de modalité","Hospitalisation à temps partiel ou ambulatoire (moins de 24 heures consécutives de jour ou de nuit)","#NOM ?"," par voie endovasculaire"," en cardiologie""","Pas de modalité","Pas de forme","Médecine","Pas de modalité","Hospitalisation complète (24 heures consécutives ou plus)","Médecine","Pas de modalité","Hospitalisation à temps partiel ou ambulatoire (moins de 24 heures consécutives de jour ou de nuit)","Chirurgie","Pas de modalité","Chirurgie ambulatoire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,"Scanographe",62,"App d'IRM à Utilisation Clinique",,,,,,,,,,,,,,,,,,,,,,,
670780188,"438 420 887 00061","CLINIQUE SAINTE-BARBE",,"29 RUE DU FAUBOURG NATIONAL",,67085,"STRASBOURG CEDEX","03 88 21 70 70 ",,,,,,,,,,365,"Etablissement de Soins Pluridisciplinaire",63,"Fondation",4,"ARH établissements PSPH Dotation globale",2,"PSPH par intégration         ",670014604,,"Médecine","Pas de modalité","Hospitalisation complète (24 heures consécutives ou plus)","Chirurgie","Pas de modalité","Hospitalisation complète (24 heures consécutives ou plus)","Chirurgie","Pas de modalité","Chirurgie ambulatoire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
